"name","origin","threat","speakers","lat","lon","desc"
"Tamzabit","Algeria","Vulnerable","150000",32.4816,3.6694,"The M'zab Valley. Seven oases: Ghardaí¿a,  Beni-Isguen, El-Ateuf, Mí©lika, Bou Noura, Berrian, Guerrara.
"
"Sherpa","China, India, Nepal","Vulnerable","143693",27.739,86.839,"Solukhumbu district and around Mt Everest"
"Tangkhul","India","Vulnerable","142000",25.0358,94.4824,"Manipur, Ukhrul Dt.;; Nagaland, Phek Dt. Also spoken in Burma"
"Q'aanjob'al","Guatemala","Vulnerable","139830",15.6019,-91.4441,"Soloma, San Juan Ixcoy, Santa Eulalia, Barilla"
"Badaga","India","Definitely endangered","134514",11.3642,76.5266,"Tamil Nadu, Nilgiri and Konda Hills"
"Angami","India","Vulnerable","132000",25.7553,94.1308,"between Dimapur (Assam) and Kohima (Nagaland)"
"Laz","Georgia, Turkey","Definitely endangered","130000",41.2736,41.2646,"the towns of Pazar (Atina), Ardeôen, íamlÛ±hemôin and FÛ±ndÛ±klÛ± in Rize Province and Arhavi (Arkabi/Arxave), Hopa (Xopa), Borí_ka and Sarp (Sarpi) in Artvin Province in Turkey; Sarpi is partly in the Republic of Ajaria on the Georgian side; there are also Laz villages, founded by refugees of the 1877äóñ78 war, in the western parts of Turkey mainly in Sakarya, Kocaeli and Bolu provinces"
"Tabasaran","Russian Federation","Vulnerable","128391",41.8081,47.9882,"parts of the Republic of Daghestan"
"Chambeali","India","Definitely endangered","126589",32.9072,76.5307,"Himachal Pradesh"
"Abkhaz","Georgia, Russian Federation, Turkey","Vulnerable","125000",43.133,40.8471,"Abkhazia; diaspora communities in Turkey, the Russian Federation, Georgia, the Middle East and Western Europe; includes the Ashkharawa dialect officially subsumed under Abaza in the Russian Federation"
"Phom","India","Vulnerable","123000",26.7799,94.9493,"Nagaland, Tuensang Dt."
"Kolami","India","Definitely endangered","121855",20.5093,78.1787,"Maharashtra (Yavatmal, Wardha, and Nanded), Andhra Pradesh and Madhya Pradesh"
"Navajo","United States of America","Vulnerable","120000",35.8044,-108.475,"the Navajo Nation is located in the region of northern Arizona, northwestern New Mexico, southwestern Colorado and southeastern Utah"
"Sassarese","Italy","Definitely endangered","120000",40.6139,8.6132,"northwestern Sardinia; an outlying dialect of Corsican"
"Tamahaq (Algeria)","Algeria","Vulnerable","120000",22.8369,5.5371,"South west Algeria especially in around the regional centres of Tamanrasset (Kel Ahaggar) and Djanet (Kel Ajjer)."
"Konda","India","Definitely endangered","118597",18.2763,82.9385,"Maharashtra (Chandrapur and Nanded) and Andhra Pradesh (Adilabad)"
"Sierra Totonac","Mexico","Severely endangered","118367",20.2461,-97.6586,"Ahuacatlíçn, Amixtlíçn, Atlequizayíçn, Camocuautla, Caxhaucan, Coatepec, Hermenegildo Galeana, Huehuetla, Hueytlalpan, Ixtepec, Jopala, Olintla, San Felipe Tepatlíçn, Tepango de Rodrí_guez, Tuzamapan de Galeana, Zapotitlíçn de Mí©ndez, Zongozotla (state of Puebla);  Coahuitlíçn, Coxquihui, Coyutla, Chumatlíçn, Mecatlíçn, Zozocolco de Hidalgo (state of Veracruz)"
"Jaunsari","India","Definitely endangered","114733",30.4859,78.0908,"Himachal Pradesh"
"Dimasa","India","Vulnerable","112000",24.7368,92.9003,"Karbi Anglong and North Cachar Hills districts"
"Ladakhi","China, India","Vulnerable","105000",34.0617,77.5909,"Jammu and Kashmir, Ladakh District"
"Salar","China","Vulnerable","104503",36.2752,102.4584,"Xunhua Salar Autonomous County and Hualong Hui Autonomous County of Qinghai Province, and Dongxiang Salar Jishishan Autonomous County of Linxia Hui Autonomous District of Gansu Province; an old í©migrí© community in the Ili Kazakh Autonomous Prefecture of Sinkiang (Xinjiang)"
"Simi","India","Vulnerable","104000",25.9777,94.5922,"Nagaland, Zunheboto, Kohima, Mokokchung and Tuensang districts"
"Phurhepecha","Mexico","Vulnerable","102988",19.3111,-102.041,""
"Crimean Tatar (Crimea)","Ukraine","Severely endangered","100000",45.3212,34.3212,"originally spoken in the central parts of the Crimea, but most speakers were deported to Central Asia after the Second World War; many have now returned; includes Krimchak (Judeo-Crimean Tatar)"
"Dagur (Nonni)","China","Definitely endangered","100000",47.9163,124.1235,"Morin Dawa Daur Autonomous Banner in Hulun Buir League and the Nenjiang and Qiqihar regions in Inner Mongolia"
"Francoprovení_al","France, Italy, Switzerland","Definitely endangered","100000",45.7828,6.9982,"Savoy (Savoie and Haute-Savoie), Ain (mainly in the region of Bresse), RhíÇne, Loire, the northern and central parts of IsíÂre, and the southern parts of the departments of Jura and Doubs, France; formely also the northernmost parts of ArdíÂche and DríÇme; the Aosta Valley and the Alpine valleys to the north and east of Val di Susa in Piedmont, Italy; mountain villages of Valais and Fribourg, perhaps also Vaud, Switzerland; formerly all of Suisse romande except the Canton of Jura; now most actively used in the village of EvolíÂne in Valais; severely endangered in France and Switzerland, perhaps also in Italy"
"Gallurese","Italy","Definitely endangered","100000",40.8802,9.4482,"northeastern Sardinia; an outlying dialect of Corsican"
"Mapuche (Argentina)","Argentina","Severely endangered","100000",-40.0791,-71.0156,"Provinces of Neuquen, Rio Negro, Chubut, Buenos Aires, La Pampa"
"Mehri","Oman, Yemen","Definitely endangered","100000",16.5993,52.8057,"The language is spoken by the Mahra tribes in the south-eastern province of Mahra in Yemen, and in the Dhofar in Oman. It is the most prestigious and the best known language within the Modern  South Arabian group, because of the history of the region and of its rich literature (tales, poetry) 
  On the coast, The Mehri area extends from the Omani border to the eastern bank of Wadi Masilah in Yemen: Salalah, Jadib, Damqawt, al-Ghaydha, Nishtawn, Saqr, Qishn, Itab, Sayhut) . In the North it is spoken as far as the border of the RubäóÖ al-Khali (Thamud, Sanaw, Haberut and beyond). More precise Location for Dhofar is lacking
The Mahra inhabitants in the desert steppe of Yemen and in the mountains of Dhofar in Oman are semi-nomads livstock breeders. Some of them cultivate palm-trees. Those who are owners of four-wheel-drive cars trade with other countries of the Peninsula and provide supplies for numerous shops in the coastal towns and villages. On the coast the activities are sea-oriented: fishing, fish drying and freezing. Some people are employees in public services in the main coastal villages. Before 1990 many Mahra were traders or shopkeepers in Koweit,  presently many migrated and settled in Saudi Arabia. A Mehri speaking community is settled in Tanzania and comes back regularly to Mahra. "
"Miskito (Nicaragua)","Nicaragua","Vulnerable","100000",12.4001,-83.7332,"Caribbean coast to Pearl Lagoon, communities of Kakabila and Raitipura"
"Ordos","China","Definitely endangered","100000",39.1641,108.1054,"the southernmost part of lnner Mongolia, south of the Yellow River and north of the Great Wall"
"Quechua of Northern Bolivia","Bolivia (Plurinational State of)","Vulnerable","100000",-15.3649,-69.0518,"North of the department of La Paz, province of Apolo."
"Suba","Kenya, United Republic of Tanzania","Vulnerable","100000",-0.9942,34.519,"Kenya and Tanzania"
"Garí_funa (Honduras)","Honduras","Vulnerable","98000",15.6754,-88.1476,"Masca, Cortí©s department; Plaplaya, Gracias a Dios"
"Embera (Colombia)","Colombia","Vulnerable","95000",6.1624,-76.8383,"The Emberíç occupy large parts of western, southern and northern Colombia (departments of Antioquia, Bolí_var, Caldas, Caquetíç, Cauca, Chocí_, Cí_rdoba, Narií±o, Putumayo, Quindí_o, Risaralda, Valle del Cauca). Eastern Panamíç (Pacific side and interior). Ecuador (Carchi province). The ethnic group tends to expand and occupy new territories."
"Kabui","India","Vulnerable","95000",24.7218,93.6584,"Manipur, Senapati, Tamenglong and Imphal districts; Nagaland, around Dimapur; Assam."
"Shughni","Tajikistan, Afghanistan","Vulnerable","95000",37.4879,71.5374,"Shughnan district, Roshkala district and Khorog city, Gorno Badakhshan Autonomous Region of Tajikistan;
Shughnan district, Badakhshan Province of Afghanistan"
"Permyak","Russian Federation","Definitely endangered","94328",59.204,54.5361,"the former Permyak Komi Autonomous District and the adjacent parts of Kirov (Vyatka) and Permäó» provinces"
"Poqomchi'","Guatemala","Vulnerable","92941",15.3757,-90.4288,"Purulhíç, Santa Cruz Verapaz, San Cristobal Verapaz, Tactic, Tamahí_, Tucurí_"
"Yimchungru","India","Vulnerable","92000",25.9629,94.9713,"Nagaland, Tuensang Dt.  "
"Nogay (Caucasus)","Russian Federation","Definitely endangered","90020",43.8028,46.2744,"parts of the Karachay-Cherkes Republic, Nogay, Tarumovka, Kizlyar and Babayurt counties in the Republic of Daghestan, Shelkovskaya County in the Republic of Chechenia, and Neftekumsk, Mineraläó»nyye Vody and Kochubeyevskoye counties in Stavropoläó» Region"
"Heiban","Sudan","Vulnerable","90000",10.8575,30.2371,"Heiban, Abul (Obul), and nearby hills. In Heiban town on the Abri-Talodi road. Alternate names: Ebang, Abul."
"Quichua (Caí±ar and Azuay)","Ecuador","Severely endangered","90000",-2.6577,-78.8378,"Southern Highlands, Provinces of Caí±ar and Azuay (387 communities)"
"Mezquital Otomí_","Mexico","Definitely endangered","88789",20.4831,-99.217,"Ajacuba, Ixmiquilpan, San Bartolo Tutotepec, Tepeji del Rio de Ocampo, Zempoala (state of Hidalgo)"
"Eastern Mazahua","Mexico","Definitely endangered","88001",19.7129,-99.9515,"Donato Guerra, Ixtlahuaca, Jocotitlíçn, San Felipe del Progreso, Temascalcingo (municipalities in the state of Mexico)"
"Burushaski","Pakistan","Vulnerable","87000",35.909,74.2153,"Hunza-Nagar area and Yasin area in Gilgit District, Northern Areas of Pakistan"
"Central Otomí_","Mexico","Definitely endangered","84593",19.4661,-99.5944,"Municipalities of Acambay, Chapa de Mota, Huixquilucan, Temoaya in the state of Mexico"
"Chokri","India","Vulnerable","84000",25.8691,94.7131,"Phek Dt."
"Sangtam","India","Vulnerable","84000",26.6032,94.9603,"Nagaland, Tuensang Dt."
"Ixil (Guatemala)","Guatemala","Vulnerable","83574",15.4849,-91.0358,"Chajul, San Juan Cotzal, Nebaj"
"Achi'","Guatemala","Vulnerable","82640",15.0845,-90.4888,"West of Rabinal, Baja Verapaz dept."
"Yem","Ethiopia","Vulnerable","81613",7.6347,37.3205,""
"Mao","India","Vulnerable","81000",25.5027,94.2681,"Manipur, Senapati Dt; Nagaland, Kohima Dt."
"Arbíresh","Italy","Definitely endangered","80000",40.9321,14.8645,"(i) Adriatic zone: Montecilfone, Campomarino, Portocannone and Ururi in Molise as well as Chieuti und Casalvecchio di Puglia in Apulia; (ii) San Marzano in Apulia; (iii) Greci in Campania; (iv) northern Basilicata: Barile, Ginestra und Maschito; (v) North Calabrian zone: ca. 30 settlements in northern Calabria (Plataci, Civita, Frascineto, San Demetrio Corone, Lungro, Acquaformosa etc.) as well as San Costantino Albanese and San Paolo Lucano in southern Basilicata; (vi) settlements in southern Calabria, e.g. San Nicola delläó»Alto and Vena di Maida; (vii) Sicilian zone: Piana degli Albanesi and two nearby villages near Palermo; (viii) formely also Villabadessa in Abruzzi; an outlying dialect of Albanian"
"Lari","Iran (Islamic Republic of)","Definitely endangered","80000",27.8585,54.8547,"Lar district, South Province, Iran"
"Píçez","Colombia","Definitely endangered","80000",2.8237,-76.3117,"In the Tierradentro mountain region of the departments of Cauca and Huila. There are also settlements in Caquetíç, Meta, Putumayo, Tolima and Valle."
"Quechua of Santiago del Estero","Argentina","Definitely endangered","80000",-26.7848,-63.6767,""
"Svan","Georgia","Definitely endangered","80000",43.0207,42.3193,"area known as Svanetia, mainly within Mestiya and Lentekhi counties in Georgia"
"Tai Daeng","Lao People's Democratic Republic, Viet Nam","Vulnerable","80000",19.8833,104.6166,""
"Taznatit","Algeria","Severely endangered","80000",29.3413,0.3955,"Several oasis around Timimoune, Adrar, Tamentit"
"Razihi","Yemen","Definitely endangered","75000",16.8834,43.2655,"Town of Al-Nadhir on Jabal Razih and surrounding area"
"Wakhi","China, Pakistan, Tajikistan, Afghanistan","Definitely endangered","75000",37.1603,74.9047,"Ishkashim district of GBAO, Tajikistan; Northern Pakistan; Badakhshan Province of Afghanistan and Tashkurghan district of Xinjiang Province of China.  "
"Bishnupriya Manipuri Creole","Bangladesh, India","Vulnerable","72899",24.297,92.4499,"Assam (Cachar, Hailakandi, Karimganj), Manipur, Tripura"
"Acheron","Sudan","Severely endangered","70000",10.809,30.2453,"Northern Sudan, Kordofan Province, southern Nuba Hills. Acheron "
"Maori","New Zealand","Vulnerable","70000",-38.4105,177.3632,"Countrywide"
"Tai Neua","Lao People's Democratic Republic","Vulnerable","70000",20.5166,104.3166,""
"Bhadravahi","India, Pakistan","Definitely endangered","66918",33.5413,76.333,"Jammu and Kashmir, Bhadrawah region"
"Kinnauri","India","Definitely endangered","65097",31.541,78.3764,"Himachal Pradesh, but also in Jammu and Kashmir, Uttaranchal and Haryana"
"Gallo-Sicilian","Italy","Definitely endangered","65000",38.0167,14.5994,"Nicosia, Sperlinga, Piazza Armerina, Valguarnera Caropepe and Aidone in the province of Enna, and San Fratello, Acquedolci, San Piero Patti, Montalbano Elicona, Novara di Sicilia and Fondachelli-Fantina in the province of Messina; an outlying dialect of Lombard not listed separately by the SIL; other dialects were formerly also spoken in southern Italy outside Siciy, especially in Lucania (Basilicata)"
"Kurux (Bangladesh)","Bangladesh","Vulnerable","65000",25.8196,88.9672,""
"Tz'utujil","Guatemala","Definitely endangered","63237",14.6394,-91.2301,"San Lucas Tolimíçn, San Pablo la Laguna, San Juan la Laguna, San Pedro la Laguna, Santiago Atitlan, Chicacao"
"Chamorro","Guam (U.S.A.)","Vulnerable","62500",13.4323,144.7338,"Guam and Northern Marianas"
"Ashaninka (Peru)","Peru","Vulnerable","62468",-10.6929,-74.3444,"Deptos.  de  Juní_n,  Ucayali, Loreto, Pasco y Cusco."
"Chang","India","Vulnerable","62000",26.2934,94.9493,"Tuensang Dt."
"Kuna (Panama)","Panama","Vulnerable","61703",9.5983,-79.6334,"Paya and Picuro localities of southeastern Panama; San Blas Islands, eastern Atlantic coast"
"Churahi","India","Definitely endangered","61199",33.1835,76.5747,"Himachal Pradesh"
"Nruanghmei","India","Vulnerable","61000",24.9661,93.5375,"Manipur, Tamenglong Dt.;  Nagaland, Kohima Dt.; Assam, Cachar Dt."
"Rengma","India","Vulnerable","61000",25.958,94.2462,"Nagaland, Kohima Dt."
"Faroese","Faroe Islands","Vulnerable","60000",62.0112,-6.7785,"the Faroe Islands"
"Northern Tujia","China","Severely endangered","60000",28.828,109.5904,""
"Torwali","Pakistan","Definitely endangered","60000",35.5833,72.5,"both sides of Swat river, Swat Kohistan"
"Chuj (Guatemala)","Guatemala","Vulnerable","59048",15.8259,-91.4783,"San Mateo Ixtatíçn, San Sebastiíçn Coatíçn, part of Nentí_n"
